V1.x	V2	V3	uniprot_acc	V5	V6	V7	V1.y	V2.x	V3.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13	V14	V15	V2.y	V3.y	V4	V5.y	V6.y	V7.y	V8.y	V9.y	V10.y	V11.y	V12.y
CHOYP_SCP.9.12	23C-29C	2.09030960098522	P02637	SCP_MIZYE	sp	P02637	CHOYP_SCP.11.12	m.66352	sp	SCP_MIZYE	37.714	175	102	5	2	175	2	170	7.21e-33	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_SCP.9.12	23C-29C	2.09030960098522	P02637	SCP_MIZYE	sp	P02637	CHOYP_SCP.12.12	m.66584	sp	SCP_MIZYE	32.778	180	109	6	2	180	2	170	7.85e-26	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_SCP.9.12	23C-29C	2.09030960098522	P02637	SCP_MIZYE	sp	P02637	CHOYP_SCP.2.12	m.26021	sp	SCP_MIZYE	35.359	181	103	7	2	180	2	170	8.05e-25	98.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_SCP.9.12	23C-29C	2.09030960098522	P02637	SCP_MIZYE	sp	P02637	CHOYP_SCP.3.12	m.27952	sp	SCP_MIZYE	59.659	176	69	2	2	176	2	176	3.58e-71	215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_SCP.9.12	23C-29C	2.09030960098522	P02637	SCP_MIZYE	sp	P02637	CHOYP_SCP.4.12	m.45065	sp	SCP_MIZYE	52.273	176	81	3	41	216	2	174	1.15e-60	191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_SCP.9.12	23C-29C	2.09030960098522	P02637	SCP_MIZYE	sp	P02637	CHOYP_SCP.5.12	m.49390	sp	SCP_MIZYE	44.286	210	80	3	41	250	2	174	3.38e-57	183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_SCP.9.12	23C-29C	2.09030960098522	P02637	SCP_MIZYE	sp	P02637	CHOYP_SCP.6.12	m.50694	sp	SCP_MIZYE	51.705	176	82	3	23	198	2	174	3.08e-59	186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_SCP.9.12	23C-29C	2.09030960098522	P02637	SCP_MIZYE	sp	P02637	CHOYP_SCP.7.12	m.52093	sp	SCP_MIZYE	35.714	182	103	6	19	199	2	170	1.17e-28	108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_SCP.9.12	23C-29C	2.09030960098522	P02637	SCP_MIZYE	sp	P02637	CHOYP_SCP.8.12	m.57173	sp	SCP_MIZYE	40.678	177	100	4	2	177	2	174	1.52e-39	135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_SCP.9.12	23C-29C	2.09030960098522	P02637	SCP_MIZYE	sp	P02637	CHOYP_SCP.9.12	m.62606	sp	SCP_MIZYE	51.977	177	82	3	2	177	2	176	2.29e-59	186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_BRAFLDRAFT_90098.2.4	23C-29C	2.10625800121722	Q32LQ4	BHMT1_DANRE	sp	Q32LQ4	CHOYP_BRAFLDRAFT_90098.2.4	m.5630	sp	BHMT1_DANRE	33.333	351	204	13	15	352	4	337	5.32e-44	159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_BRAFLDRAFT_227287.1.1	23C-29C	2.14098269027781	Q498J9	MBLC1_XENLA	sp	Q498J9	CHOYP_BRAFLDRAFT_227287.1.1	m.14669	sp	MBLC1_XENLA	46.392	194	99	2	2	193	29	219	5.42e-51	168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_BRAFLDRAFT_227287.1.1	23C-29C	2.14098269027781	Q498J9	MBLC1_XENLA	sp	Q498J9	CHOYP_BRAFLDRAFT_241400.1.1	m.44544	sp	MBLC1_XENLA	49.490	196	94	2	2	195	27	219	1.29e-59	190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_TSP_03740.1.1	23C-29C	2.14664446629067	P24367	PPIB_CHICK	sp	P24367	CHOYP_BM1_24035.1.1	m.40152	sp	PPIB_CHICK	62.581	155	54	2	66	220	46	196	1.27e-63	199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_TSP_03740.1.1	23C-29C	2.14664446629067	P24367	PPIB_CHICK	sp	P24367	CHOYP_LOC100304997.1.1	m.14296	sp	PPIB_CHICK	65.441	136	43	2	2	137	59	190	8.28e-57	179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_TSP_03740.1.1	23C-29C	2.14664446629067	P24367	PPIB_CHICK	sp	P24367	CHOYP_NEMVEDRAFT_V1G191841.1.1	m.1745	sp	PPIB_CHICK	68.824	170	53	0	24	193	33	202	1.71e-84	251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_TSP_03740.1.1	23C-29C	2.14664446629067	P24367	PPIB_CHICK	sp	P24367	CHOYP_PPIB.3.4	m.40801	sp	PPIB_CHICK	51.892	185	78	3	29	213	33	206	2.82e-56	181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_TSP_03740.1.1	23C-29C	2.14664446629067	P24367	PPIB_CHICK	sp	P24367	CHOYP_PPIB.4.4	m.63702	sp	PPIB_CHICK	66.854	178	59	0	37	214	25	202	2.98e-84	251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_TSP_03740.1.1	23C-29C	2.14664446629067	P24367	PPIB_CHICK	sp	P24367	CHOYP_TSP_03740.1.1	m.61194	sp	PPIB_CHICK	58.564	181	69	2	46	226	30	204	1.23e-72	223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_PPA5.1.1	23C-29C	2.15478979421455	P09889	PPA5_PIG	sp	P09889	CHOYP_PPA5.1.1	m.36087	sp	PPA5_PIG	49.505	303	145	6	35	335	34	330	2.66e-101	305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_LOC100024935.1.1	23C-29C	2.19729620223811	Q95108	THIOM_BOVIN	sp	Q95108	CHOYP_LOC100024935.1.1	m.2615	sp	THIOM_BOVIN	44.604	139	75	1	32	170	29	165	6.34e-43	143	THIOM_BOVIN	reviewed	Thioredoxin, mitochondrial (MTRX) (Mt-Trx) (Thioredoxin-2)	TXN2	Bos taurus (Bovine)	166	cell redox homeostasis [GO:0045454]; glycerol ether metabolic process [GO:0006662]	mitochondrion [GO:0005739]; nucleolus [GO:0005730]	protein disulfide oxidoreductase activity [GO:0015035]	mitochondrion [GO:0005739]; nucleolus [GO:0005730]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]; glycerol ether metabolic process [GO:0006662]	GO:0005730; GO:0005739; GO:0006662; GO:0015035; GO:0045454
CHOYP_LOC100371209.1.1	23C-29C	2.20514070038064	A5PLI4	LR2BP_DANRE	sp	A5PLI4	CHOYP_LOC100371209.1.1	m.49090	sp	LR2BP_DANRE	47.826	345	178	2	39	383	1	343	2.95e-108	324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_ARB_02478.1.1	23C-29C	2.21514423907501	D4B1Z7	A2478_ARTBC	sp	D4B1Z7	CHOYP_ARB_02478.1.1	m.29725	sp	A2478_ARTBC	26.998	563	313	19	36	530	28	560	1.28e-39	155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_ARB_02478.1.1	23C-29C	2.21514423907501	D4B1Z7	A2478_ARTBC	sp	D4B1Z7	CHOYP_ATEG_01760.1.1	m.21086	sp	A2478_ARTBC	28.390	472	283	14	74	523	122	560	5.47e-39	153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_BRAFLDRAFT_76885.1.1	23C-29C	2.24122259135196	P86789	GIGA6_CRAGI	sp	P86789	CHOYP_BRAFLDRAFT_121480.1.1	m.48790	sp	GIGA6_CRAGI	45.055	273	143	4	27	298	11	277	5.79e-77	248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_BRAFLDRAFT_76885.1.1	23C-29C	2.24122259135196	P86789	GIGA6_CRAGI	sp	P86789	CHOYP_BRAFLDRAFT_76885.1.1	m.20259	sp	GIGA6_CRAGI	34.783	276	163	9	8	277	12	276	6.79e-35	136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_BRAFLDRAFT_76885.1.1	23C-29C	2.24122259135196	P86789	GIGA6_CRAGI	sp	P86789	CHOYP_BRAFLDRAFT_93710.1.1	m.28625	sp	GIGA6_CRAGI	41.365	249	143	3	30	276	33	280	2.89e-53	186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_BRAFLDRAFT_76885.1.1	23C-29C	2.24122259135196	P86789	GIGA6_CRAGI	sp	P86789	CHOYP_GIGA6.1.1	m.38687	sp	GIGA6_CRAGI	92.759	290	20	1	1	289	12	301	0	542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_BRAFLDRAFT_76885.1.1	23C-29C	2.24122259135196	P86789	GIGA6_CRAGI	sp	P86789	CHOYP_LOC100375482.1.2	m.3324	sp	GIGA6_CRAGI	33.074	257	166	6	27	278	25	280	1.81e-34	135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_BRAFLDRAFT_76885.1.1	23C-29C	2.24122259135196	P86789	GIGA6_CRAGI	sp	P86789	CHOYP_LOC100375482.2.2	m.49067	sp	GIGA6_CRAGI	30.047	213	145	4	5	214	65	276	2.2e-25	108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_NTF-2.1.1	23C-29C	2.24178840357547	Q21735	NTF2_CAEEL	sp	Q21735	CHOYP_NTF-2.1.1	m.38498	sp	NTF2_CAEEL	41.667	132	75	2	32	162	2	132	4.95e-30	109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	CHOYP_JNK.1.1	m.1540	sp	JNK_DROME	81.694	366	67	0	4	369	3	368	0	644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	CHOYP_BIRC6.1.2	m.51516	sp	BIRC6_HUMAN	39.984	5092	2434	128	1	4829	86	4818	0	3123	BIRC6_HUMAN	reviewed	Baculoviral IAP repeat-containing protein 6 (EC 2.3.2.27) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)	BIRC6 KIAA1289	Homo sapiens (Human)	4857	apoptotic process [GO:0006915]; cell cycle [GO:0007049]; cell division [GO:0051301]; labyrinthine layer development [GO:0060711]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; positive regulation of cell proliferation [GO:0008284]; protein phosphorylation [GO:0006468]; protein ubiquitination [GO:0016567]; regulation of cell proliferation [GO:0042127]; regulation of cytokinesis [GO:0032465]; spongiotrophoblast layer development [GO:0060712]	endosome [GO:0005768]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; spindle pole [GO:0000922]; trans-Golgi network [GO:0005802]	cysteine-type endopeptidase inhibitor activity [GO:0004869]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]	endosome [GO:0005768]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; spindle pole [GO:0000922]; trans-Golgi network [GO:0005802]; cysteine-type endopeptidase inhibitor activity [GO:0004869]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]; apoptotic process [GO:0006915]; cell cycle [GO:0007049]; cell division [GO:0051301]; labyrinthine layer development [GO:0060711]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; positive regulation of cell proliferation [GO:0008284]; protein phosphorylation [GO:0006468]; protein ubiquitination [GO:0016567]; regulation of cell proliferation [GO:0042127]; regulation of cytokinesis [GO:0032465]; spongiotrophoblast layer development [GO:0060712]	GO:0000922; GO:0004842; GO:0004869; GO:0005768; GO:0005794; GO:0005802; GO:0005815; GO:0006468; GO:0006915; GO:0007049; GO:0008284; GO:0016020; GO:0016567; GO:0030496; GO:0032465; GO:0042127; GO:0043066; GO:0043231; GO:0051301; GO:0060711; GO:0060712; GO:0061631; GO:2001237
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	CHOYP_BRAFLDRAFT_275787.1.2	m.15361	sp	BIRC6_HUMAN	44.800	125	68	1	7	130	54	178	1.33e-28	112	BIRC6_HUMAN	reviewed	Baculoviral IAP repeat-containing protein 6 (EC 2.3.2.27) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)	BIRC6 KIAA1289	Homo sapiens (Human)	4857	apoptotic process [GO:0006915]; cell cycle [GO:0007049]; cell division [GO:0051301]; labyrinthine layer development [GO:0060711]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; positive regulation of cell proliferation [GO:0008284]; protein phosphorylation [GO:0006468]; protein ubiquitination [GO:0016567]; regulation of cell proliferation [GO:0042127]; regulation of cytokinesis [GO:0032465]; spongiotrophoblast layer development [GO:0060712]	endosome [GO:0005768]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; spindle pole [GO:0000922]; trans-Golgi network [GO:0005802]	cysteine-type endopeptidase inhibitor activity [GO:0004869]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]	endosome [GO:0005768]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; spindle pole [GO:0000922]; trans-Golgi network [GO:0005802]; cysteine-type endopeptidase inhibitor activity [GO:0004869]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]; apoptotic process [GO:0006915]; cell cycle [GO:0007049]; cell division [GO:0051301]; labyrinthine layer development [GO:0060711]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; positive regulation of cell proliferation [GO:0008284]; protein phosphorylation [GO:0006468]; protein ubiquitination [GO:0016567]; regulation of cell proliferation [GO:0042127]; regulation of cytokinesis [GO:0032465]; spongiotrophoblast layer development [GO:0060712]	GO:0000922; GO:0004842; GO:0004869; GO:0005768; GO:0005794; GO:0005802; GO:0005815; GO:0006468; GO:0006915; GO:0007049; GO:0008284; GO:0016020; GO:0016567; GO:0030496; GO:0032465; GO:0042127; GO:0043066; GO:0043231; GO:0051301; GO:0060711; GO:0060712; GO:0061631; GO:2001237
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	CHOYP_BRAFLDRAFT_65689.1.1	m.17516	sp	BIRC6_HUMAN	39.270	1342	661	32	1	1284	2163	3408	0	818	BIRC6_HUMAN	reviewed	Baculoviral IAP repeat-containing protein 6 (EC 2.3.2.27) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)	BIRC6 KIAA1289	Homo sapiens (Human)	4857	apoptotic process [GO:0006915]; cell cycle [GO:0007049]; cell division [GO:0051301]; labyrinthine layer development [GO:0060711]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; positive regulation of cell proliferation [GO:0008284]; protein phosphorylation [GO:0006468]; protein ubiquitination [GO:0016567]; regulation of cell proliferation [GO:0042127]; regulation of cytokinesis [GO:0032465]; spongiotrophoblast layer development [GO:0060712]	endosome [GO:0005768]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; spindle pole [GO:0000922]; trans-Golgi network [GO:0005802]	cysteine-type endopeptidase inhibitor activity [GO:0004869]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]	endosome [GO:0005768]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; spindle pole [GO:0000922]; trans-Golgi network [GO:0005802]; cysteine-type endopeptidase inhibitor activity [GO:0004869]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]; apoptotic process [GO:0006915]; cell cycle [GO:0007049]; cell division [GO:0051301]; labyrinthine layer development [GO:0060711]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; positive regulation of cell proliferation [GO:0008284]; protein phosphorylation [GO:0006468]; protein ubiquitination [GO:0016567]; regulation of cell proliferation [GO:0042127]; regulation of cytokinesis [GO:0032465]; spongiotrophoblast layer development [GO:0060712]	GO:0000922; GO:0004842; GO:0004869; GO:0005768; GO:0005794; GO:0005802; GO:0005815; GO:0006468; GO:0006915; GO:0007049; GO:0008284; GO:0016020; GO:0016567; GO:0030496; GO:0032465; GO:0042127; GO:0043066; GO:0043231; GO:0051301; GO:0060711; GO:0060712; GO:0061631; GO:2001237
CHOYP_BRAFLDRAFT_93126.2.3	23C-29C	2.27030459296065	Q5ZM73	MIRO1_CHICK	sp	Q5ZM73	CHOYP_BRAFLDRAFT_93126.2.3	m.15451	sp	MIRO1_CHICK	59.135	624	237	7	4	622	2	612	0	753	MIRO1_CHICK	reviewed	Mitochondrial Rho GTPase 1 (MIRO-1) (EC 3.6.5.-) (Ras homolog gene family member T1)	RHOT1 RCJMB04_2p2	Gallus gallus (Chicken)	619	cellular homeostasis [GO:0019725]; mitochondrial outer membrane permeabilization [GO:0097345]; mitochondrion transport along microtubule [GO:0047497]; small GTPase mediated signal transduction [GO:0007264]	integral component of mitochondrial outer membrane [GO:0031307]	calcium ion binding [GO:0005509]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]	integral component of mitochondrial outer membrane [GO:0031307]; calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cellular homeostasis [GO:0019725]; mitochondrial outer membrane permeabilization [GO:0097345]; mitochondrion transport along microtubule [GO:0047497]; small GTPase mediated signal transduction [GO:0007264]	GO:0003924; GO:0005509; GO:0005525; GO:0007264; GO:0019725; GO:0031307; GO:0047497; GO:0097345
CHOYP_BRAFLDRAFT_93126.2.3	23C-29C	2.27030459296065	Q5ZM73	MIRO1_CHICK	sp	Q5ZM73	CHOYP_BRAFLDRAFT_93126.3.3	m.31123	sp	MIRO1_CHICK	46.479	142	70	2	4	143	476	613	2.02e-39	143	MIRO1_CHICK	reviewed	Mitochondrial Rho GTPase 1 (MIRO-1) (EC 3.6.5.-) (Ras homolog gene family member T1)	RHOT1 RCJMB04_2p2	Gallus gallus (Chicken)	619	cellular homeostasis [GO:0019725]; mitochondrial outer membrane permeabilization [GO:0097345]; mitochondrion transport along microtubule [GO:0047497]; small GTPase mediated signal transduction [GO:0007264]	integral component of mitochondrial outer membrane [GO:0031307]	calcium ion binding [GO:0005509]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]	integral component of mitochondrial outer membrane [GO:0031307]; calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cellular homeostasis [GO:0019725]; mitochondrial outer membrane permeabilization [GO:0097345]; mitochondrion transport along microtubule [GO:0047497]; small GTPase mediated signal transduction [GO:0007264]	GO:0003924; GO:0005509; GO:0005525; GO:0007264; GO:0019725; GO:0031307; GO:0047497; GO:0097345
CHOYP_ZN706.1.2	23C-29C	2.27796110190951	Q5ZMM5	ZN706_CHICK	sp	Q5ZMM5	CHOYP_ZN706.1.2	m.11926	sp	ZN706_CHICK	76.712	73	17	0	30	102	1	73	2.01e-29	103	ZN706_CHICK	reviewed	Zinc finger protein 706	ZNF706 RCJMB04_1j21	Gallus gallus (Chicken)	76	negative regulation of stem cell population maintenance [GO:1902455]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of translation [GO:0006417]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	metal ion binding [GO:0046872]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; negative regulation of stem cell population maintenance [GO:1902455]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of translation [GO:0006417]	GO:0005634; GO:0005737; GO:0006417; GO:0045892; GO:0046872; GO:1902455
CHOYP_TMEM2.4.4	23C-29C	2.28654129698241	A3KPQ7	CEIP2_DANRE	sp	A3KPQ7	CHOYP_LOC101171340.1.1	m.29474	sp	CEIP2_DANRE	27.762	1059	621	34	53	1022	143	1146	9.32e-100	347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_TMEM2.4.4	23C-29C	2.28654129698241	A3KPQ7	CEIP2_DANRE	sp	A3KPQ7	CHOYP_TMEM2.1.4	m.6314	sp	CEIP2_DANRE	27.219	1014	608	30	12	951	189	1146	1.54e-94	331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_TMEM2.4.4	23C-29C	2.28654129698241	A3KPQ7	CEIP2_DANRE	sp	A3KPQ7	CHOYP_TMEM2.4.4	m.28440	sp	CEIP2_DANRE	27.350	1064	631	33	53	1034	143	1146	1.44e-99	347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_LOC577383.1.1	23C-29C	2.3043380841387	Q9H6T3	RPAP3_HUMAN	sp	Q9H6T3	CHOYP_LOC577383.1.1	m.8364	sp	RPAP3_HUMAN	37.221	403	219	11	128	508	274	664	2.35e-65	226	RPAP3_HUMAN	reviewed	RNA polymerase II-associated protein 3	RPAP3	Homo sapiens (Human)	665		R2TP complex [GO:0097255]		R2TP complex [GO:0097255]	GO:0097255
CHOYP_LOC577383.1.1	23C-29C	2.3043380841387	Q9H6T3	RPAP3_HUMAN	sp	Q9H6T3	CHOYP_LOC577383.1.1	m.8364	sp	RPAP3_HUMAN	39.271	247	147	2	7	251	3	248	6.43e-46	173	RPAP3_HUMAN	reviewed	RNA polymerase II-associated protein 3	RPAP3	Homo sapiens (Human)	665		R2TP complex [GO:0097255]		R2TP complex [GO:0097255]	GO:0097255
CHOYP_LOC100673983.1.1	23C-29C	2.30829284562819	Q9D826	SOX_MOUSE	sp	Q9D826	CHOYP_LOC100673983.1.1	m.10072	sp	SOX_MOUSE	50.660	379	181	4	2	376	6	382	3.25e-128	376	SOX_MOUSE	reviewed	Peroxisomal sarcosine oxidase (PSO) (EC 1.5.3.1) (EC 1.5.3.7) (L-pipecolate oxidase) (L-pipecolic acid oxidase)	Pipox Pso	Mus musculus (Mouse)	390	L-lysine catabolic process to acetyl-CoA via L-pipecolate [GO:0033514]; oxidation-reduction process [GO:0055114]; tetrahydrofolate metabolic process [GO:0046653]	peroxisome [GO:0005777]	L-pipecolate oxidase activity [GO:0050031]; receptor binding [GO:0005102]; sarcosine oxidase activity [GO:0008115]	peroxisome [GO:0005777]; L-pipecolate oxidase activity [GO:0050031]; receptor binding [GO:0005102]; sarcosine oxidase activity [GO:0008115]; L-lysine catabolic process to acetyl-CoA via L-pipecolate [GO:0033514]; oxidation-reduction process [GO:0055114]; tetrahydrofolate metabolic process [GO:0046653]	GO:0005102; GO:0005777; GO:0008115; GO:0033514; GO:0046653; GO:0050031; GO:0055114
CHOYP_VRK1.1.1	23C-29C	2.35944728136003	Q32PI1	VRK1_BOVIN	sp	Q32PI1	CHOYP_VRK1.1.1	m.10917	sp	VRK1_BOVIN	49.507	406	192	5	1	403	1	396	2.61e-139	409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_LOC100374471.1.1	23C-29C	2.42727850697714	Q9NQZ5	STAR7_HUMAN	sp	Q9NQZ5	CHOYP_LOC100374471.1.1	m.55948	sp	STAR7_HUMAN	38.333	300	162	7	63	340	23	321	1.89e-66	217	STAR7_HUMAN	reviewed	StAR-related lipid transfer protein 7, mitochondrial (Gestational trophoblastic tumor protein 1) (START domain-containing protein 7) (StARD7)	STARD7 GTT1	Homo sapiens (Human)	370	phosphatidylcholine biosynthetic process [GO:0006656]; positive regulation of protein targeting to mitochondrion [GO:1903955]	mitochondrial outer membrane [GO:0005741]	lipid binding [GO:0008289]	mitochondrial outer membrane [GO:0005741]; lipid binding [GO:0008289]; phosphatidylcholine biosynthetic process [GO:0006656]; positive regulation of protein targeting to mitochondrion [GO:1903955]	GO:0005741; GO:0006656; GO:0008289; GO:1903955
CHOYP_LOC100878123.1.1	23C-29C	2.43195477861726	A5PK45	GT251_BOVIN	sp	A5PK45	CHOYP_LOC100878123.1.1	m.55730	sp	GT251_BOVIN	46.679	542	270	4	45	584	53	577	0	527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_BRAFLDRAFT_283451.1.1	23C-29C	2.43609067068672	Q96HW7	INT4_HUMAN	sp	Q96HW7	CHOYP_BRAFLDRAFT_283451.1.1	m.41825	sp	INT4_HUMAN	42.002	969	520	14	1	933	1	963	0	710	INT4_HUMAN	reviewed	Integrator complex subunit 4 (Int4)	INTS4 MSTP093	Homo sapiens (Human)	963	snRNA processing [GO:0016180]; snRNA transcription from RNA polymerase II promoter [GO:0042795]	integrator complex [GO:0032039]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]		integrator complex [GO:0032039]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; snRNA processing [GO:0016180]; snRNA transcription from RNA polymerase II promoter [GO:0042795]	GO:0005634; GO:0005654; GO:0016180; GO:0032039; GO:0042795
CHOYP_BRAFLDRAFT_72357.1.1	23C-29C	2.62270045552787	Q5VYX0	RNLS_HUMAN	sp	Q5VYX0	CHOYP_BRAFLDRAFT_72357.1.1	m.59063	sp	RNLS_HUMAN	46.334	341	179	3	6	345	1	338	2.62e-101	305	RNLS_HUMAN	reviewed	Renalase (EC 1.6.3.5) (Monoamine oxidase-C) (MAO-C)	RNLS C10orf59	Homo sapiens (Human)	342	NAD biosynthesis via nicotinamide riboside salvage pathway [GO:0034356]; response to epinephrine [GO:0071871]; response to ischemia [GO:0002931]; response to salt [GO:1902074]	extracellular region [GO:0005576]; extracellular space [GO:0005615]	oxidoreductase activity, acting on NAD(P)H [GO:0016651]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]; NAD biosynthesis via nicotinamide riboside salvage pathway [GO:0034356]; response to epinephrine [GO:0071871]; response to ischemia [GO:0002931]; response to salt [GO:1902074]	GO:0002931; GO:0005576; GO:0005615; GO:0016651; GO:0034356; GO:0071871; GO:1902074
