protein	V2	V3	uniprot_acc	V5	V6	V7	GO_ID	GOslim	V4
CHOYP_UNC89.1.19	23C-29C	2.05672775005877	A8T6P4	MYRIP_DANRE	sp	A8T6P4	GO:0030133	ER/Golgi	C
CHOYP_UNC89.1.19	23C-29C	2.05672775005877	A8T6P4	MYRIP_DANRE	sp	A8T6P4	GO:0030864	cytoskeleton	C
CHOYP_UNC89.1.19	23C-29C	2.05672775005877	A8T6P4	MYRIP_DANRE	sp	A8T6P4	GO:0046872	other molecular function	F
CHOYP_UNC89.1.19	23C-29C	2.05672775005877	A8T6P4	MYRIP_DANRE	sp	A8T6P4	GO:0048471	other cellular component	C
CHOYP_LOC100377195.1.2	23C-29C	2.06246173015148	P08472	M130_STRPU	sp	P08472	GO:0005886	other membranes	C
CHOYP_LOC100377195.1.2	23C-29C	2.06246173015148	P08472	M130_STRPU	sp	P08472	GO:0005886	plasma membrane	C
CHOYP_LOC100377195.1.2	23C-29C	2.06246173015148	P08472	M130_STRPU	sp	P08472	GO:0031225	other membranes	C
CHOYP_SCP.9.12	23C-29C	2.09030960098522	P02637	SCP_MIZYE	sp	P02637	GO:0005509	other molecular function	F
CHOYP_BRAFLDRAFT_90098.2.4	23C-29C	2.10625800121722	Q32LQ4	BHMT1_DANRE	sp	Q32LQ4	GO:0005737	other cellular component	C
CHOYP_BRAFLDRAFT_90098.2.4	23C-29C	2.10625800121722	Q32LQ4	BHMT1_DANRE	sp	Q32LQ4	GO:0006579	other metabolic processes	P
CHOYP_BRAFLDRAFT_90098.2.4	23C-29C	2.10625800121722	Q32LQ4	BHMT1_DANRE	sp	Q32LQ4	GO:0008270	other molecular function	F
CHOYP_BRAFLDRAFT_90098.2.4	23C-29C	2.10625800121722	Q32LQ4	BHMT1_DANRE	sp	Q32LQ4	GO:0009086	other metabolic processes	P
CHOYP_BRAFLDRAFT_90098.2.4	23C-29C	2.10625800121722	Q32LQ4	BHMT1_DANRE	sp	Q32LQ4	GO:0047150	other molecular function	F
CHOYP_BRAFLDRAFT_90098.2.4	23C-29C	2.10625800121722	Q32LQ4	BHMT1_DANRE	sp	Q32LQ4	GO:0055123	developmental processes	P
CHOYP_BRAFLDRAFT_227287.1.1	23C-29C	2.14098269027781	Q498J9	MBLC1_XENLA	sp	Q498J9	GO:0016787	other molecular function	F
CHOYP_BRAFLDRAFT_227287.1.1	23C-29C	2.14098269027781	Q498J9	MBLC1_XENLA	sp	Q498J9	GO:0046872	other molecular function	F
CHOYP_TSP_03740.1.1	23C-29C	2.14664446629067	P24367	PPIB_CHICK	sp	P24367	GO:0000413	protein metabolism	P
CHOYP_TSP_03740.1.1	23C-29C	2.14664446629067	P24367	PPIB_CHICK	sp	P24367	GO:0003755	other molecular function	F
CHOYP_TSP_03740.1.1	23C-29C	2.14664446629067	P24367	PPIB_CHICK	sp	P24367	GO:0005788	ER/Golgi	C
CHOYP_TSP_03740.1.1	23C-29C	2.14664446629067	P24367	PPIB_CHICK	sp	P24367	GO:0032403	other molecular function	F
CHOYP_TSP_03740.1.1	23C-29C	2.14664446629067	P24367	PPIB_CHICK	sp	P24367	GO:0032991	other cellular component	C
CHOYP_TSP_03740.1.1	23C-29C	2.14664446629067	P24367	PPIB_CHICK	sp	P24367	GO:0042470	other cellular component	C
CHOYP_PPA5.1.1	23C-29C	2.15478979421455	P09889	PPA5_PIG	sp	P09889	GO:0003993	other molecular function	F
CHOYP_PPA5.1.1	23C-29C	2.15478979421455	P09889	PPA5_PIG	sp	P09889	GO:0005576	non-structural extracellular	C
CHOYP_PPA5.1.1	23C-29C	2.15478979421455	P09889	PPA5_PIG	sp	P09889	GO:0006811	transport	P
CHOYP_PPA5.1.1	23C-29C	2.15478979421455	P09889	PPA5_PIG	sp	P09889	GO:0008198	other molecular function	F
CHOYP_PPA5.1.1	23C-29C	2.15478979421455	P09889	PPA5_PIG	sp	P09889	GO:0008199	other molecular function	F
CHOYP_PPA5.1.1	23C-29C	2.15478979421455	P09889	PPA5_PIG	sp	P09889	GO:0055072	other biological processes	P
CHOYP_LOC100024935.1.1	23C-29C	2.19729620223811	Q95108	THIOM_BOVIN	sp	Q95108	GO:0005730	nucleus	C
CHOYP_LOC100024935.1.1	23C-29C	2.19729620223811	Q95108	THIOM_BOVIN	sp	Q95108	GO:0005739	mitochondrion	C
CHOYP_LOC100024935.1.1	23C-29C	2.19729620223811	Q95108	THIOM_BOVIN	sp	Q95108	GO:0006662	other metabolic processes	P
CHOYP_LOC100024935.1.1	23C-29C	2.19729620223811	Q95108	THIOM_BOVIN	sp	Q95108	GO:0015035	other molecular function	F
CHOYP_LOC100024935.1.1	23C-29C	2.19729620223811	Q95108	THIOM_BOVIN	sp	Q95108	GO:0045454	other biological processes	P
CHOYP_LOC100371209.1.1	23C-29C	2.20514070038064	A5PLI4	LR2BP_DANRE	sp	A5PLI4	GO:0005737	other cellular component	C
CHOYP_ARB_02478.1.1	23C-29C	2.21514423907501	D4B1Z7	A2478_ARTBC	sp	D4B1Z7	GO:0005576	non-structural extracellular	C
CHOYP_ARB_02478.1.1	23C-29C	2.21514423907501	D4B1Z7	A2478_ARTBC	sp	D4B1Z7	GO:0016614	other molecular function	F
CHOYP_ARB_02478.1.1	23C-29C	2.21514423907501	D4B1Z7	A2478_ARTBC	sp	D4B1Z7	GO:0050660	other molecular function	F
CHOYP_BRAFLDRAFT_76885.1.1	23C-29C	2.24122259135196	P86789	GIGA6_CRAGI	sp	P86789	GO:0016021	other membranes	C
CHOYP_NTF-2.1.1	23C-29C	2.24178840357547	Q21735	NTF2_CAEEL	sp	Q21735	GO:0005737	other cellular component	C
CHOYP_NTF-2.1.1	23C-29C	2.24178840357547	Q21735	NTF2_CAEEL	sp	Q21735	GO:0015031	transport	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0000165	signal transduction	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0001736	developmental processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0004672	kinase activity	F
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0004674	kinase activity	F
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0004705	kinase activity	F
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0004705	signal transduction activity	F
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0005524	other molecular function	F
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0005634	nucleus	C
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0005737	other cellular component	C
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0006468	protein metabolism	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0006979	stress response	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0007254	signal transduction	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0007254	stress response	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0007258	protein metabolism	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0007258	signal transduction	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0007258	stress response	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0007298	other biological processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0007391	developmental processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0007411	cell organization and biogenesis	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0007411	developmental processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0007616	other biological processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0009408	stress response	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0010468	other metabolic processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0010508	other metabolic processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0016055	signal transduction	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0016319	developmental processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0019731	stress response	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0030424	other cellular component	C
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0030425	other cellular component	C
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0030707	other biological processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0034599	stress response	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0034614	stress response	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0035006	other metabolic processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0035006	stress response	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0035313	stress response	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0042060	stress response	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0043508	protein metabolism	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0043508	signal transduction	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0043508	stress response	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0043652	cell organization and biogenesis	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0043652	transport	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0046529	developmental processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0046843	cell organization and biogenesis	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0046844	cell organization and biogenesis	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0048615	developmental processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0048666	developmental processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0048674	cell organization and biogenesis	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0048674	developmental processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0048674	stress response	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0048675	cell organization and biogenesis	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0048675	developmental processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0048803	developmental processes	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0048812	cell organization and biogenesis	P
CHOYP_JNK.1.1	23C-29C	2.24390831904083	P92208	JNK_DROME	sp	P92208	GO:0048812	developmental processes	P
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0000922	cytoskeleton	C
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0004842	other molecular function	F
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0004869	enzyme regulator activity	F
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0005768	other cytoplasmic organelle	C
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0005794	ER/Golgi	C
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0005802	ER/Golgi	C
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0005815	cytoskeleton	C
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0006468	protein metabolism	P
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0006915	death	P
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0007049	cell cycle and proliferation	P
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0008284	cell cycle and proliferation	P
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0016020	other membranes	C
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0016567	protein metabolism	P
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0030496	other cellular component	C
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0032465	other biological processes	P
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0042127	cell cycle and proliferation	P
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0043066	death	P
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0043231	other cellular component	C
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0051301	other biological processes	P
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0060711	developmental processes	P
CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09	GO:0060712	developmental processes	P
CHOYP_BRAFLDRAFT_93126.2.3	23C-29C	2.27030459296065	Q5ZM73	MIRO1_CHICK	sp	Q5ZM73	GO:0003924	other molecular function	F
CHOYP_BRAFLDRAFT_93126.2.3	23C-29C	2.27030459296065	Q5ZM73	MIRO1_CHICK	sp	Q5ZM73	GO:0005509	other molecular function	F
CHOYP_BRAFLDRAFT_93126.2.3	23C-29C	2.27030459296065	Q5ZM73	MIRO1_CHICK	sp	Q5ZM73	GO:0005525	other molecular function	F
CHOYP_BRAFLDRAFT_93126.2.3	23C-29C	2.27030459296065	Q5ZM73	MIRO1_CHICK	sp	Q5ZM73	GO:0007264	signal transduction	P
CHOYP_BRAFLDRAFT_93126.2.3	23C-29C	2.27030459296065	Q5ZM73	MIRO1_CHICK	sp	Q5ZM73	GO:0019725	other biological processes	P
CHOYP_BRAFLDRAFT_93126.2.3	23C-29C	2.27030459296065	Q5ZM73	MIRO1_CHICK	sp	Q5ZM73	GO:0031307	mitochondrion	C
CHOYP_BRAFLDRAFT_93126.2.3	23C-29C	2.27030459296065	Q5ZM73	MIRO1_CHICK	sp	Q5ZM73	GO:0031307	other membranes	C
CHOYP_BRAFLDRAFT_93126.2.3	23C-29C	2.27030459296065	Q5ZM73	MIRO1_CHICK	sp	Q5ZM73	GO:0047497	transport	P
CHOYP_ZN706.1.2	23C-29C	2.27796110190951	Q5ZMM5	ZN706_CHICK	sp	Q5ZMM5	GO:0005634	nucleus	C
CHOYP_ZN706.1.2	23C-29C	2.27796110190951	Q5ZMM5	ZN706_CHICK	sp	Q5ZMM5	GO:0005737	other cellular component	C
CHOYP_ZN706.1.2	23C-29C	2.27796110190951	Q5ZMM5	ZN706_CHICK	sp	Q5ZMM5	GO:0006417	protein metabolism	P
CHOYP_ZN706.1.2	23C-29C	2.27796110190951	Q5ZMM5	ZN706_CHICK	sp	Q5ZMM5	GO:0045892	RNA metabolism	P
CHOYP_ZN706.1.2	23C-29C	2.27796110190951	Q5ZMM5	ZN706_CHICK	sp	Q5ZMM5	GO:0046872	other molecular function	F
CHOYP_TMEM2.4.4	23C-29C	2.28654129698241	A3KPQ7	CEIP2_DANRE	sp	A3KPQ7	GO:0001947	developmental processes	P
CHOYP_TMEM2.4.4	23C-29C	2.28654129698241	A3KPQ7	CEIP2_DANRE	sp	A3KPQ7	GO:0004415	other molecular function	F
CHOYP_TMEM2.4.4	23C-29C	2.28654129698241	A3KPQ7	CEIP2_DANRE	sp	A3KPQ7	GO:0005509	other molecular function	F
CHOYP_TMEM2.4.4	23C-29C	2.28654129698241	A3KPQ7	CEIP2_DANRE	sp	A3KPQ7	GO:0005887	other membranes	C
CHOYP_TMEM2.4.4	23C-29C	2.28654129698241	A3KPQ7	CEIP2_DANRE	sp	A3KPQ7	GO:0005887	plasma membrane	C
CHOYP_TMEM2.4.4	23C-29C	2.28654129698241	A3KPQ7	CEIP2_DANRE	sp	A3KPQ7	GO:0030214	other metabolic processes	P
CHOYP_LOC577383.1.1	23C-29C	2.3043380841387	Q9H6T3	RPAP3_HUMAN	sp	Q9H6T3	NA	NA	NA
CHOYP_LOC100673983.1.1	23C-29C	2.30829284562819	Q9D826	SOX_MOUSE	sp	Q9D826	GO:0005102	signal transduction activity	F
CHOYP_LOC100673983.1.1	23C-29C	2.30829284562819	Q9D826	SOX_MOUSE	sp	Q9D826	GO:0005777	other cytoplasmic organelle	C
CHOYP_LOC100673983.1.1	23C-29C	2.30829284562819	Q9D826	SOX_MOUSE	sp	Q9D826	GO:0008115	other molecular function	F
CHOYP_LOC100673983.1.1	23C-29C	2.30829284562819	Q9D826	SOX_MOUSE	sp	Q9D826	GO:0033514	other metabolic processes	P
CHOYP_LOC100673983.1.1	23C-29C	2.30829284562819	Q9D826	SOX_MOUSE	sp	Q9D826	GO:0046653	other metabolic processes	P
CHOYP_LOC100673983.1.1	23C-29C	2.30829284562819	Q9D826	SOX_MOUSE	sp	Q9D826	GO:0050031	other molecular function	F
CHOYP_LOC100673983.1.1	23C-29C	2.30829284562819	Q9D826	SOX_MOUSE	sp	Q9D826	GO:0055114	other metabolic processes	P
CHOYP_VRK1.1.1	23C-29C	2.35944728136003	Q32PI1	VRK1_BOVIN	sp	Q32PI1	GO:0004674	kinase activity	F
CHOYP_VRK1.1.1	23C-29C	2.35944728136003	Q32PI1	VRK1_BOVIN	sp	Q32PI1	GO:0005524	other molecular function	F
CHOYP_VRK1.1.1	23C-29C	2.35944728136003	Q32PI1	VRK1_BOVIN	sp	Q32PI1	GO:0005634	nucleus	C
CHOYP_VRK1.1.1	23C-29C	2.35944728136003	Q32PI1	VRK1_BOVIN	sp	Q32PI1	GO:0005737	other cellular component	C
CHOYP_VRK1.1.1	23C-29C	2.35944728136003	Q32PI1	VRK1_BOVIN	sp	Q32PI1	GO:0005795	ER/Golgi	C
CHOYP_VRK1.1.1	23C-29C	2.35944728136003	Q32PI1	VRK1_BOVIN	sp	Q32PI1	GO:0005819	cytoskeleton	C
CHOYP_VRK1.1.1	23C-29C	2.35944728136003	Q32PI1	VRK1_BOVIN	sp	Q32PI1	GO:0006468	protein metabolism	P
CHOYP_VRK1.1.1	23C-29C	2.35944728136003	Q32PI1	VRK1_BOVIN	sp	Q32PI1	GO:0007049	cell cycle and proliferation	P
CHOYP_VRK1.1.1	23C-29C	2.35944728136003	Q32PI1	VRK1_BOVIN	sp	Q32PI1	GO:0008360	cell organization and biogenesis	P
CHOYP_VRK1.1.1	23C-29C	2.35944728136003	Q32PI1	VRK1_BOVIN	sp	Q32PI1	GO:0018105	protein metabolism	P
CHOYP_VRK1.1.1	23C-29C	2.35944728136003	Q32PI1	VRK1_BOVIN	sp	Q32PI1	GO:0046777	protein metabolism	P
CHOYP_VRK1.1.1	23C-29C	2.35944728136003	Q32PI1	VRK1_BOVIN	sp	Q32PI1	GO:0051301	other biological processes	P
CHOYP_LOC100374471.1.1	23C-29C	2.42727850697714	Q9NQZ5	STAR7_HUMAN	sp	Q9NQZ5	GO:0005741	mitochondrion	C
CHOYP_LOC100374471.1.1	23C-29C	2.42727850697714	Q9NQZ5	STAR7_HUMAN	sp	Q9NQZ5	GO:0005741	other membranes	C
CHOYP_LOC100374471.1.1	23C-29C	2.42727850697714	Q9NQZ5	STAR7_HUMAN	sp	Q9NQZ5	GO:0006656	other metabolic processes	P
CHOYP_LOC100374471.1.1	23C-29C	2.42727850697714	Q9NQZ5	STAR7_HUMAN	sp	Q9NQZ5	GO:0008289	other molecular function	F
CHOYP_LOC100878123.1.1	23C-29C	2.43195477861726	A5PK45	GT251_BOVIN	sp	A5PK45	GO:0005788	ER/Golgi	C
CHOYP_LOC100878123.1.1	23C-29C	2.43195477861726	A5PK45	GT251_BOVIN	sp	A5PK45	GO:0016020	other membranes	C
CHOYP_LOC100878123.1.1	23C-29C	2.43195477861726	A5PK45	GT251_BOVIN	sp	A5PK45	GO:0050211	other molecular function	F
CHOYP_BRAFLDRAFT_283451.1.1	23C-29C	2.43609067068672	Q96HW7	INT4_HUMAN	sp	Q96HW7	GO:0005634	nucleus	C
CHOYP_BRAFLDRAFT_283451.1.1	23C-29C	2.43609067068672	Q96HW7	INT4_HUMAN	sp	Q96HW7	GO:0005654	nucleus	C
CHOYP_BRAFLDRAFT_283451.1.1	23C-29C	2.43609067068672	Q96HW7	INT4_HUMAN	sp	Q96HW7	GO:0016180	RNA metabolism	P
CHOYP_BRAFLDRAFT_283451.1.1	23C-29C	2.43609067068672	Q96HW7	INT4_HUMAN	sp	Q96HW7	GO:0032039	nucleus	C
CHOYP_BRAFLDRAFT_283451.1.1	23C-29C	2.43609067068672	Q96HW7	INT4_HUMAN	sp	Q96HW7	GO:0042795	RNA metabolism	P
CHOYP_BRAFLDRAFT_72357.1.1	23C-29C	2.62270045552787	Q5VYX0	RNLS_HUMAN	sp	Q5VYX0	GO:0005576	non-structural extracellular	C
CHOYP_BRAFLDRAFT_72357.1.1	23C-29C	2.62270045552787	Q5VYX0	RNLS_HUMAN	sp	Q5VYX0	GO:0005615	non-structural extracellular	C
CHOYP_BRAFLDRAFT_72357.1.1	23C-29C	2.62270045552787	Q5VYX0	RNLS_HUMAN	sp	Q5VYX0	GO:0016651	other molecular function	F
CHOYP_BRAFLDRAFT_72357.1.1	23C-29C	2.62270045552787	Q5VYX0	RNLS_HUMAN	sp	Q5VYX0	GO:0034356	other metabolic processes	P
CHOYP_DS.1.1	23C-29C	2.64058170896369	Q24292	DS_DROME	sp	Q24292	GO:0000904	cell organization and biogenesis	P
CHOYP_DS.1.1	23C-29C	2.64058170896369	Q24292	DS_DROME	sp	Q24292	GO:0005509	other molecular function	F
CHOYP_DS.1.1	23C-29C	2.64058170896369	Q24292	DS_DROME	sp	Q24292	GO:0005886	other membranes	C
CHOYP_DS.1.1	23C-29C	2.64058170896369	Q24292	DS_DROME	sp	Q24292	GO:0005886	plasma membrane	C
CHOYP_DS.1.1	23C-29C	2.64058170896369	Q24292	DS_DROME	sp	Q24292	GO:0007156	cell adhesion	P
CHOYP_DS.1.1	23C-29C	2.64058170896369	Q24292	DS_DROME	sp	Q24292	GO:0008283	cell cycle and proliferation	P
CHOYP_DS.1.1	23C-29C	2.64058170896369	Q24292	DS_DROME	sp	Q24292	GO:0016021	other membranes	C
CHOYP_DS.1.1	23C-29C	2.64058170896369	Q24292	DS_DROME	sp	Q24292	GO:0018149	protein metabolism	P
CHOYP_DS.1.1	23C-29C	2.64058170896369	Q24292	DS_DROME	sp	Q24292	GO:0042067	cell organization and biogenesis	P
CHOYP_DS.1.1	23C-29C	2.64058170896369	Q24292	DS_DROME	sp	Q24292	GO:0042067	developmental processes	P
CHOYP_LOC100378619.2.2	23C-29C	2.71093822275322	Q8N9Z9	LMTD1_HUMAN	sp	Q8N9Z9	GO:0005198	other molecular function	F
CHOYP_LOC100378619.2.2	23C-29C	2.71093822275322	Q8N9Z9	LMTD1_HUMAN	sp	Q8N9Z9	GO:0005635	nucleus	C
CHOYP_LOC100378619.2.2	23C-29C	2.71093822275322	Q8N9Z9	LMTD1_HUMAN	sp	Q8N9Z9	GO:0005737	other cellular component	C
CHOYP_LOC100378619.2.2	23C-29C	2.71093822275322	Q8N9Z9	LMTD1_HUMAN	sp	Q8N9Z9	GO:0005882	cytoskeleton	C
CHOYP_LOC100378619.2.2	23C-29C	2.71093822275322	Q8N9Z9	LMTD1_HUMAN	sp	Q8N9Z9	GO:0008283	cell cycle and proliferation	P
CHOYP_FAIM1.1.1	23C-29C	2.74126935359315	Q0IIF6	FAIM1_BOVIN	sp	Q0IIF6	GO:0005737	other cellular component	C
CHOYP_FAIM1.1.1	23C-29C	2.74126935359315	Q0IIF6	FAIM1_BOVIN	sp	Q0IIF6	GO:0006915	death	P
CHOYP_FAIM1.1.1	23C-29C	2.74126935359315	Q0IIF6	FAIM1_BOVIN	sp	Q0IIF6	GO:0043066	death	P
CHOYP_CLK2.1.1	23C-29C	2.79615673039275	Q91ZA3	PCCA_MOUSE	sp	Q91ZA3	GO:0003735	other molecular function	F
CHOYP_CLK2.1.1	23C-29C	2.79615673039275	Q91ZA3	PCCA_MOUSE	sp	Q91ZA3	GO:0004075	other molecular function	F
CHOYP_CLK2.1.1	23C-29C	2.79615673039275	Q91ZA3	PCCA_MOUSE	sp	Q91ZA3	GO:0004658	other molecular function	F
CHOYP_CLK2.1.1	23C-29C	2.79615673039275	Q91ZA3	PCCA_MOUSE	sp	Q91ZA3	GO:0004674	kinase activity	F
CHOYP_CLK2.1.1	23C-29C	2.79615673039275	Q91ZA3	PCCA_MOUSE	sp	Q91ZA3	GO:0004712	kinase activity	F
CHOYP_CLK2.1.1	23C-29C	2.79615673039275	Q91ZA3	PCCA_MOUSE	sp	Q91ZA3	GO:0004713	kinase activity	F
CHOYP_CLK2.1.1	23C-29C	2.79615673039275	Q91ZA3	PCCA_MOUSE	sp	Q91ZA3	GO:0005524	other molecular function	F
CHOYP_CLK2.1.1	23C-29C	2.79615673039275	Q91ZA3	PCCA_MOUSE	sp	Q91ZA3	GO:0005524	other molecular function	F
CHOYP_CLK2.1.1	23C-29C	2.79615673039275	Q91ZA3	PCCA_MOUSE	sp	Q91ZA3	GO:0005634	nucleus	C
